	active|dispossess|goods|minimal
අතිශක්මතාව	h.t.|high-tension
ගැබ්දැරි	pregnant
හිඳෙනවා	evaporate
එලෙසට	alike
කතානායක	hero|speaker
ට්‍රෙපනසෝමියාව	trypanosomiasis
තෙල්කාරයා	oilman
මහාද්වීපිකතාව	continentality
කෝලාහලය	ado|babel|brawl|commotion|disturbance|fight|fray|hullabaloo|hurly-burly|kerfuffle|noise|outburst|riot|row|scrimmage|scrummage|shindy|upset
බලාහත්කාරයෙන්	perforce
අවතරම්	undersize
තැලමසය	thalamics
දුගී	poor
අභාවගත	extinct
ඒකවාචක	singular
ගැටකැකිරි	gherkin
ආවෘතිදාහය	meningitis
නොතහවුරු	uncorroborated
පිප්පෙනවා	swell
ක්වොසියා	quassia
තෝමියානුවාදය	thomism
සාදෘශ්‍යමූලක	analogical
සුස්පොරැන්‍ය	zoosporangium
මැරවරයා	apache|desperado|hoodium|hooligan|rowdy|ruffian|swashbuckler|thug
වින්‍යෂ්ටී	enucleate
ඒකගුණකලාව	haplophase
අනිලානුවර්තනය	anemotropism
හිතුවක්කාරකම	caprice|obstinacy|perverseness|perversity|wantonness|wilfulness
ක්ෂේමස්ථානය	haven
ආර්ද්‍රශාකය	hygrophyte
මොනොගිනියා	monogynia
මතකය	memory
බාලවයස්කරු	minor
ග්‍රීස්	grease
අවශෝෂිතය	absorbate
පාරායණ	imgration|span
හමූණනවා	couple|join
අණදෙන	imperative
වේච්ඡ්‍ය	discernible
අසමග්ර්යය	asynergia
ජේත්තුව	dandy|foppery
වංශවතා	blue-blood
මිත්‍රයෝ	kith
ප්‍රතිසංවිධානය	rearrangement|reorganisation|reorganize
ළදරු	baby|babyish|infant|infantile
අවයවභූත	constituent|integral
අප්‍රමාදී	assiduous|earnest|forward|ready|speedy
නිෂ්ක්‍රමණය	emigration|exit|renunciation|withdrawal
අනුවැස්ම	hull
නානාවිධත්වය	diversification|diversity
සංශය	ambiguity|doubt|uncertain
ඔයා	you
ප්‍රෝත්සාහය	effort|stimulus
වාලවේධියා	sharp-shooter
මැහි	fly|stand
කුපොෂණය	malnutrition
විදි	bored|drilled|fate|fortune|manner
පරි	against|around|other
වැසෙනවා	bang|crust|smother
දෝෂාවේක්ෂණය	censorship
බෝරොන්	boron
වෙහෙසුණු	tired
සදොස්	amiss|bad|culpable|defective|false|faulty|incorrect|peccant
සංදිග්ධ	ambiguous|equivocal
නිහතමාන	humble|meek
උද්භිද	botanical|vegetable
මනෝස්ථීතිකය	psychostatics
එවෙලේම	therewithal
උද්දාමය	exaltation
සහායකයා	adjuvant|coadjutor|assistant|associate|attendant|companion|complice|friend|help|helpmeet|supporter
උපපත්නී	mistress
කාරකයා	actor|agent
ප්‍රක්ෂේපය	projection|projector
ප්‍රදේශ	areal
නිෂ්කාෂණය	clearence
උසක	aloft
ප්‍රතිදීප්තිය	fluorecence|fluoresccnce|fluorescence
බහුවාර්ෂික	perennial
ධමනය	blower|blowing
ආපනශාලාව	cafe|canteen
පරෝපවාදය	aspersion
ඉතුරුව	balance|remainder|residual
වාක්කෝෂය	vocablary
අධිසන්තෘප්තිය	supersaturation
අණ්ඩාකාරතාව	ovality
ප්‍රාවරය	capsule|enclosure|fence
තුර	star|time|tree
ගමන්ලීලාව	port
මුකුටය	corolla|crown
හික්මවූ	chastened
බළකොටුව	citadel|fortress
සිතාසි	summons
ප්‍රභාවර්ධකය	foil
උරාබීම	suck|sucking
සිරගතවීම	captivity
ප්‍රති	again|anti|athwart|contra|contra|counter|near|re|vice
බද්ධනිවාසය	apartment
වක්සරණය	cyclosis
ගණය	class|assemblage|assemblance|batch|bevy|category|fraternity|genus|group|number|order|sodality
ශෝකාලාපය	lamentation|threnody
මහමදීය	mahometan|mohammedan
අප්‍රසන්න	crappy|crummy|disagreeable|displeased|eldritch|hard|offensive|sinister|sour|traumatic|undesirable|unlovely|unpalatable|unpleasant|unsavory|unsavoury
සමස්ථිතිය	homeostasis
රෝදය	reel|wheel
උපතුෂය	pale|palea|palet
විශ්වාස්‍යතාව	reliability
ඡලනය	shamming
පූරෝහිතයා	chaplain
පාහන	solder
කාල්පනික	chimerical|faerie|faery|fanciful|ideal|imaginary|notional|speculative|theoretical|visionary
ටොගලය	toggle
තහවුරුකිරීම	consolidation
සංසරණ	circulating|circulatory
ලැබුනා	got
ඉච්ඡාව	cheat|will|wish
අතරින්	among|through
වේදන	esthetic
හොරු	thief|thieves
ගිගිරිය	tinkle
උභයාංගස්තම්භය	gynostemium
පුරස්තමය	prosthion
බහිෂ්ක්ෂේපණය	extrojection
පෙල්ට්	felt
නිමිච්ච	calm|cool
ග්‍රන්ථාභිවාදනය	bibliolatry
නිශිතාග්‍රය	cusp
අතුළ	spread|strewn
ව්‍යාධිත	sick
පරවියා	dove|pigeon
ඔබනවා	imprint|press|push|suppress
සාදන්නා	constructor|maker
රූපාදර්ශය	plastotype
පෙදෙසිවාදය	parochialism
අන්‍යදෝෂධාරියා	scapegoat
ප්‍රවේශ	bay
ක්‍රොමටිනීය	chromatinic
ද්‍රවීකරණය	liquefaction
මෞලය	anlage|element|primordium
හමුදාද්‍රෝහය	treachery
අරගන්නවා	acquire|take
සමේෂණය	trial
දේවවේදය	theology
ප්‍රතිනියුට්‍රිනෝව	anti-neutrino
තෘණරුහ	graminicolous
පාරස්ඵටිකීකරණය	percrystallization
කිසිත්	aught
පටවනවා	heap|load
අරටුව	core|duramen|heart|heartwood
උනන්දුවෙන්	actively
සිගාලයා	jackal
රේතස	sperm
තොටියා	boatsman|canoeist|cox|ferryman|waterman
ලොවිච්වය	frill|furbelow|ruffle|spangle|tucker
මිලචක්ෂුක	myopic
ප්‍රසිද්ධිය	celebrity|fame|light|name|noise|notability|note|notice|prominence|publicity|renown|report|reputation
විල්ලුද	velvet
පිළිඇගැයීම	revaluation
ගැංග්ලියම	ganglion
රෝපිතය	culture
ක්‍රිමියා	insect|worm
ක්‍රියාණුව	therblig
ස්මරණස්තම්භය	cenotaph
කබල	crust|dish|incrustation|lncrustation|pan|shale|shell|skull
විශද	clean|clear|defined|diaphanous|pellucid|stainless
කලකිරවීම	alienation
ජ්වලනය	ignition|lgnition
ප්‍රතිසම්පාදනය	procurement|replacement|replacent
මැක්කා	chigoe|flea
හාම්පුතා	employer
ධර්මදූතයා	missionary
පෙප්ටිඩේස්	peptidase
කඩිසරව	busily
ප්‍රත්‍යාවර්තිත	reflex
කාසි	coinage|coins|cash|money|shekels|specie
වැනිසියානුවා	venetian
කොන්ග්ලුටින්	conglutin
සෙමින්	adagio|gently|laughing|slowly|soft
පිටීකාකාර	papilliform
හදිසියෙන්ම	suddenly
උපත	birth|origin
පරමෝත්කෘෂ්ට	sublime|transcendental
මුසිප්පාන්තු	ungrateful|unluckty
පූර්වතාව	priority
කළය	ewer|pitcher
විවකිච්ඡාව	doubt
ගර්හය	entrails|repository
අකස	mortgage
බැරීටා	baryta
සෘජුශාඛීය	orthocladous
අධිරාජ්‍යය	empire|sovereignty
ආදිමුද්‍රණ	incunabula
ඇමීබයසියාව	amoebiasis
මැඩපවත්වනවා	break|bridle|contain|control|cope|crush|down|govern|humble|master|overcome|overpower|quell|quench|restrain|rule|silence|sink|subdue|suppress
සල්පස්පිනමින්	sulphasphenamine
පූජ්‍යස්ථානය	temple
සංවේදනාව	sentience
ප්‍රදාහකයා	incendiary
අභරණය	array
ලීරාව	lira
පායසකරණය	emulsification
අර්පණදායී	offeror
අනේකාර්ථය	ambiguity
පැන්නීම	tripping
ව්‍යප්තිය	distribution
පුනස්ථාපක	restorer
රහත්වෙනවා	disappear|enlighten
සංවාදනය	concert
බූමරංගුව	boomarang
අස්කොස්පෝරය	ascospore
සංලේඛය	entry
ශෘංගාරී	amorous
විභ්‍රම	doubt|mistake
හැපීම	clap|clash|collision|bite|bump|chew|crunch
භූකම්පමානය	seismometer
විරෝධකය	obstruction|opposition
උඩඟු	cocky|affected|cavalier|conceited|disrespectful|elated|lofty|magisterial|offish|overbearing|perk|perky|proud|self-sufficient|sidy|snooty|stiff-necked|stilted|stuck-up|superior|uppish|uppity
සම්පන්තතාවය	endowment
අනුගණකයා	enumerator
හිරි	shame
හළංකීරිය	arrow-root
ඉන්ද්‍රජාලිකාව	enchantress
ලුහුයනවා	mitigate
රාස්තුව	rasp
රැකීම	care|protection|tenability
දජුකඳ	stock
සිටිමි	am
වැසිකිළිය	closet|jakes|latrine|lavatory|privy|toilet
උභයප්‍රෝටෝනික	amphiprotonic
උත්පාදකයා	author|begetter|creator|father|generator|originator
ප්‍රපතනය	prolapse
රුසි	desire|expert|sage
සංන්‍යෂ්ටිය	syncaria|syncaryon|synkarion
සෝදනවා	cleanse|bathe|lave|wash
ජම්බල	citron
ජටරාග්නිය	hunger
අළුහුණු	slaked-lime
අල්තාරය	altar
පිණ්ඩිත	agglomerate|glomerate
බිමැසිය	earth
ජනප්‍රවාදය	bruit|folklore|legend|report|reputation|rumour
හෙට්ටුව	bargain
බැලුම	balloon|look|view
විසංහිත	disjoint
අනගි	invaluable|priceless
අයිතිකාරිය	proprietress
ද්විසූත්‍ර	bifilar
සංක්ලේශ	lustful|polluted
අඩපණ	exhausted|weak
මනෝභාවය	mood|sentiment
අපත්‍යීකාරක	adoptive
රේඩියෝව	radio|wireless
කපණ	poor
වායවච්ඡේදය	pneumatolysis
බාහාඩාව	bajada
ප්‍රියතමය	favourite
නා	cobra|elephant
එන්සිටිප්	ensitip
ජලකපාලය	hydrocephalus|hydrocephaly
ප්‍රකිරකය	scatterer
අගද	adtidote|medicine
අග්නිය	appetite
කැස්ස	cough|coughing
බිම්තලය	floor
ප්‍රඥාගෝචර	politic|sensible
සදාබද්ද	emphyteusis
ඩිලිනියස්කෝපය	delineascope
සමකාලිකතාව	simultaneity|synchronism
සමරූපය	homoeomorph|isomorph
පියවරු	fathers
තරමක	good|measurable|quasl|sizable|sizeable
ප’ලයිට්	pearlite
වියගහ	yoke
තේමාව	thema|thematic|theme
ප්‍රතිනිෂ්පාදනය	reproduction
ටෙරටෝමාව	teratoma
පරිච්ඡින්න	circumscissile|finite
බියවද්දනවා	agrise|agrize|agryze
ප්‍රතිජානක	affirmative|positive
ඇලෙක්සැන්ඩ්‍රියානුවෝ	alexandrists
චක්‍ර	circuitous|flexuous|indirect|sinuous|tables
පිස්තෝලය	firearm|pistol
අශ්ලීලතාව	impropriety
අනුඥාලාභියා	licensee
අනුකම්පනය	sympathy
පරිවෘතිය	enclave|insulance
උපවිශේෂය	subspecies
සහරාවේ	simmoom
කම්හල	factory|mill|workshop
වියුක්තීකරණය	abstraction
මාරුතය	gale|gate|wind
මංඩිය	locality
